entry_date,direction,entry_price,sl,tp,lots,exit_date,exit_price,pnl_pips,pnl_dollar,exit_reason,partial_pnl
2020-01-20 12:00:00,LONG,0.6884755699439773,0.6848825630862782,0.6956615836593757,2.78,2020-01-23 12:00:00,0.6879788244052936,31.09185804115083,864.353653543993,TSL,1002.4489132980698
2020-05-28 16:00:00,LONG,0.6730212513293454,0.6695182879585483,0.6800271780709397,5.76,2020-06-03 04:00:00,0.6695182879585483,-35.029633707971406,-2017.706901579153,SL,
2021-01-22 04:00:00,SHORT,0.6613419425480902,0.6648823497909078,0.654261128062455,2.79,2021-01-25 04:00:00,0.6607231657109123,41.59184079995545,1160.412358318757,TSL,987.7736207461157
2021-04-22 04:00:00,LONG,0.6498774579616377,0.6464455090086058,0.6567413558677013,2.91,2021-04-30 12:00:00,0.6597999297914331,133.66214421841164,3889.568396755779,TSL,1002.1290942853047
2021-05-20 00:00:00,LONG,0.6804364963515375,0.6774403672565008,0.6864287545416108,3.47,2021-05-24 00:00:00,0.6814498713664084,40.09504109907652,1391.2979261379553,TSL,1039.6567959777265
2022-01-11 08:00:00,LONG,0.6958141488814817,0.6927256550994111,0.701991136445623,3.41,2022-01-12 12:00:00,0.6969782418505763,42.52586751165215,1450.1320821473387,TSL,1053.1763796860841
2022-01-31 16:00:00,LONG,0.711924387038555,0.7083562100185411,0.7190607410785828,2.99,2022-02-02 20:00:00,0.7117206390887943,33.64429070253269,1005.9642920057275,TSL,1066.8849289841576
2022-04-25 20:00:00,SHORT,0.7012087514709019,0.7047588586755479,0.6941085370616099,3.03,2022-04-27 16:00:00,0.7008693793907286,39.011958102471624,1182.0623305048903,TSL,1079.2325902123753
2022-06-06 12:00:00,SHORT,0.7089834010430006,0.7133248958936179,0.7003004113417659,5.02,2022-06-07 12:00:00,0.7133248958936179,-43.414948506173005,-2179.4304150098847,SL,
2022-07-20 16:00:00,LONG,0.7554773626824106,0.7514776300972821,0.7634768278526678,5.34,2022-07-25 08:00:00,0.7514776300972821,-39.997325851285346,-2135.8572004586376,SL,
2022-09-21 12:00:00,LONG,0.778138102944376,0.7739678588804061,0.7864785910723159,2.51,2022-09-22 20:00:00,0.7767991733981856,28.31314517779495,710.6599439626532,TSL,1046.7312600564474
2022-10-24 08:00:00,LONG,0.7911976530114718,0.7868425104019957,0.799907938230424,4.84,2022-10-25 04:00:00,0.7868425104019957,-43.55142609476115,-2107.8890229864396,SL,
2022-12-21 08:00:00,LONG,0.8083367231040554,0.8040459912432966,0.8169181868255729,4.81,2022-12-21 20:00:00,0.8040459912432966,-42.9073186075879,-2063.842025024978,SL,
2023-01-27 08:00:00,LONG,0.8034441805751529,0.7993939275438126,0.8115446866378335,4.99,2023-01-30 16:00:00,0.7993939275438126,-40.50253031340323,-2021.076262638821,SL,
2023-02-21 00:00:00,LONG,0.8399286837468852,0.8352268841639747,0.8493322829127062,4.22,2023-02-21 12:00:00,0.8352268841639747,-47.01799582910504,-1984.1594239882327,SL,
2023-03-31 16:00:00,LONG,0.824847573491428,0.8206839333874721,0.8331748536993397,4.67,2023-04-03 04:00:00,0.8206839333874721,-41.63640103955868,-1944.41992854739,SL,
2023-09-04 04:00:00,SHORT,0.790505543928461,0.7946356303586452,0.7822453710680926,2.3,2023-09-06 16:00:00,0.7896374964388416,50.160908173260395,1153.700887984989,TSL,954.0499653725436
2023-09-07 04:00:00,SHORT,0.7896050108172221,0.793546022976995,0.7817229864976765,4.89,2023-09-07 16:00:00,0.793546022976995,-39.41012159772828,-1927.1549461289126,SL,
2023-10-31 20:00:00,SHORT,0.7613049668495263,0.7647095875759762,0.7544957253966265,2.78,2023-11-02 00:00:00,0.7608751599396189,38.22180799211869,1062.5662621808997,TSL,943.0799412266258
2024-02-05 20:00:00,LONG,0.7776634940152812,0.7739374674454623,0.785115547154919,5.13,2024-02-07 00:00:00,0.7739374674454623,-37.26026569818907,-1911.4516303170994,SL,
2024-02-08 20:00:00,LONG,0.7714743709599189,0.7678721809593575,0.7786787509610417,2.6,2024-02-12 12:00:00,0.7703859529077576,25.137719484000822,653.5807065840214,TSL,936.5694001459622
2024-04-04 08:00:00,SHORT,0.7902227572528395,0.7945816985516952,0.7815048746551282,4.32,2024-04-08 04:00:00,0.7945816985516952,-43.58941298855723,-1883.0626411056724,SL,
2024-04-19 04:00:00,LONG,0.8096045322672724,0.8055470661797405,0.8177194644423361,4.55,2024-04-19 12:00:00,0.8055470661797405,-40.5746608753188,-1846.1470698270052,SL,
2024-07-05 16:00:00,LONG,0.7923789580328782,0.7881468488546076,0.8008431763894193,4.28,2024-07-05 20:00:00,0.7881468488546076,-42.32109178270549,-1811.342728299795,SL,
2024-09-10 08:00:00,LONG,0.7909159366503592,0.7872319205561947,0.7982839688386882,2.41,2024-09-11 12:00:00,0.7902755329341599,30.28326004130456,729.8265669954399,TSL,884.1638625994793
2024-09-19 20:00:00,LONG,0.793709002291667,0.789846582237641,0.8014338423997189,4.63,2024-09-20 12:00:00,0.789846582237641,-38.62420054025928,-1788.3004850140046,SL,
2025-07-14 00:00:00,LONG,0.7201567062951749,0.7166696462827232,0.7271308263200784,5.03,2025-07-15 16:00:00,0.7166696462827232,-34.870600124516926,-1753.9911862632014,SL,
2025-09-30 08:00:00,LONG,0.7498639092242145,0.7462465709817186,0.7570985857092063,4.75,2025-10-02 04:00:00,0.7462465709817186,-36.173382424958824,-1718.2356651855441,SL,
